Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days (may exhibit anomalies due to delayed reporting),Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17,NAAT positivity rate - last 7 days,Total NAATs - last 7 days (may be an underestimate due to delayed reporting),Positivity Rate,Population 5-11,Population 12-17,Population 5+,Population 12+,Population 65+,Total Population,"Proportion Vaccinated, Total",Proportion Vaccinated of Eligible Population,"Proportion Vaccinated, 65+","Proportion Vaccinated, 12-17"
2021-12-23,Clay,FL,219252,111,34368,NA,0,703,NA,NA,10,NA,0.01,558,0.04,242,104746,27864,0.777,122478,32984,7061,0.376,8083,0.064,2748,0.064,20294,18224.4,211370,191076,36535,223483,0.46869784278893695,0.495557553105928,0.7626659367729575,0.38744759772612536
2021-12-23,Monroe,FL,74228,105,11444,NA,1,99,NA,NA,5,NA,0.03,128,0,32,55156,17656,0.95,65775,20821,1895,0.529,2228,0.086,1478,0.086,4458,3682.2,72921,68463,18129,76335,0.7225519093469575,0.7563801922628598,0.9739092062441392,0.5146379881592527
2021-12-23,Martin,FL,161000,98,20844,NA,1,521,NA,NA,19,NA,0.02,472,0,257,98297,44441,0.876,114274,50849,4044,0.423,4615,0.075,3990,0.075,10168,9198,156129,145961,51330,162810,0.6037528407345986,0.6295883532207341,0.8657899863627508,0.43966079582517936
2021-12-23,Hernando,FL,193920,94,29084,NA,7,933,NA,NA,17,NA,0.03,513,0.01,102,101271,43092,0.808,114113,47268,4406,0.342,4948,0.062,2333,0.062,14004,12369,186290,172286,53678,195123,0.5190110853154164,0.5436201621128348,0.8027869890830508,0.35621311342873313
2021-12-23,Flagler,FL,115081,74,14877,NA,0,277,NA,NA,7,NA,0.04,163,0.06,15,69444,31083,0.866,79168,34591,2771,0.379,3204,0.059,1068,0.059,7550,7131.6,112192,104642,36393,116671,0.5952121778333948,0.6189746149458072,0.8540928200478114,0.3885523585170228
2021-12-23,Indian River,FL,159923,71,22581,NA,0,570,NA,NA,6,NA,0.02,324,0,61,102429,49913,0.922,122760,59284,3629,0.399,4284,0.046,3146,0.046,9657,8856,154227,144570,54400,160707,0.637364893875189,0.6641444105117781,0.9175183823529411,0.40977868112014454
2021-12-23,Santa Rosa,FL,184313,65,33142,NA,2,525,NA,NA,3,NA,0.03,137,0,31,88184,25993,0.863,104445,30806,4710,0.33,5396,0.077,917,0.077,16027,13812.6,176590,160563,30559,186998,0.4715772361201724,0.499371425335523,0.8505841159723813,0.34099300638547414
2021-12-23,Nassau,FL,88625,61,15791,NA,0,248,NA,NA,1,NA,0.03,50,0,14,48683,18349,0.907,55438,20391,2035,0.335,2353,0.031,1536,0.031,6998,5849.4,84631,77633,20347,89151,0.5460735157205191,0.5752383878247923,0.9018037057060009,0.34789892980476633
2021-12-23,Bay,FL,174705,59,32944,NA,3,703,NA,NA,5,NA,0.01,438,0.09,106,85366,24991,0.768,99841,27923,3275,0.274,3951,0.065,1039,0.065,14327,11853.6,167679,153352,33126,177856,0.479972562072688,0.5091037041012888,0.7544225079997585,0.27628737261253966
2021-12-23,Sumter,FL,132420,56,15030,NA,0,474,NA,NA,10,NA,0.03,290,0.08,40,102982,73442,0.95,115555,80735,969,0.306,1107,0.041,1871,0.041,3823,3189,134692,130869,79884,137317,0.7499581260878114,0.7645739910313901,0.9193580692003405,0.30385700846660396
2021-12-23,Citrus,FL,149657,46,20938,NA,1,838,NA,NA,15,NA,0.03,332,0,67,81211,44724,0.814,91890,49728,2025,0.255,2287,0.053,1577,0.053,8709,7641.6,145746,137037,55549,151314,0.5367051297302299,0.5572091172313477,0.8051270049865884,0.2649968592964824
2021-12-23,Highlands,FL,106221,45,16302,NA,7,569,NA,NA,11,NA,0.05,305,0.1,50,52671,27952,0.73,64762,34392,1657,0.268,1935,0.04,1642,0.04,7011,5986.8,100545,93534,37889,105105,0.5011274439845869,0.5238549903028494,0.7377339069386893,0.2767755729271063
2021-12-23,Gadsden,FL,45660,40,8803,NA,1,160,NA,NA,0,NA,0,24,NA,0,25075,7406,0.867,28479,8045,1495,0.452,1744,0.094,432,0.094,3886,3340.2,43699,39813,8696,46481,0.539467739506465,0.573811757706126,0.8516559337626495,0.4475779893419556
2021-12-23,Columbia,FL,71686,39,15119,NA,0,319,NA,NA,4,NA,0.05,105,0.03,21,28656,10073,0.729,33310,10973,1269,0.244,1555,0.057,920,0.057,6087,5130,67171,61084,13734,71288,0.40197508697115925,0.4266126751127719,0.7334352701325179,0.24736842105263157
2021-12-23,Walton,FL,74071,28,13031,NA,0,172,NA,NA,10,NA,0.03,86,0.24,15,34002,11797,0.788,40446,13898,1181,0.241,1472,0.039,465,0.039,6037,4767,70267,64230,15049,74427,0.45685033657140556,0.48389713521283106,0.7839059073692605,0.24774491294315082
2021-12-23,Levy,FL,41503,18,7126,NA,3,117,NA,NA,NA,NA,NA,NA,NA,NA,18639,7884,0.755,21736,9114,706,0.258,837,0.048,517,0.048,3260,2670.6,39710,36450,10524,41859,0.44528058482046873,0.469377990430622,0.7491448118586089,0.26436006889837493
2021-12-23,Jackson,FL,46414,17,10292,NA,0,241,NA,NA,0,NA,0,100,0,15,19033,6974,0.729,22723,8009,436,0.141,613,0.019,360,0.019,3343,3105.6000000000004,44792,41449,9741,47261,0.4027210596474895,0.4249196285050902,0.7159429216712864,0.1403915507470376
2021-12-23,Hendry,FL,42022,16,8075,NA,0,143,NA,NA,0,NA,0,25,0,5,19082,4853,0.84,22922,5612,1257,0.335,1461,0.037,628,0.037,4329,3586.2,37962,33633,5631,40936,0.46614227086183313,0.5026605552921343,0.8618362635411118,0.35051028944286433
2021-12-23,Holmes,FL,19617,15,3919,NA,1,73,NA,NA,1,NA,0.06,20,0,5,5461,2284,0.583,6576,2662,140,0.1,172,0.036,55,0.036,1538,1372.2,19083,17545,4036,20211,0.2701993963683143,0.28617093748362415,0.5659068384539148,0.10202594373997959
2021-12-23,Hardee,FL,26937,13,6136,NA,0,103,NA,NA,0,NA,0,35,NA,0,10744,3377,0.719,12154,3623,576,0.247,664,0.058,285,0.058,2803,2382.6,25727,22924,4809,27585,0.38948704005800255,0.41761573444241457,0.702224994801414,0.24175270712666835
2021-12-23,Putnam,FL,74521,13,12917,NA,0,382,NA,NA,2,NA,0.05,82,0.03,48,29423,11825,0.669,35049,13756,1284,0.242,1547,0.032,1170,0.032,6081,5100,69205,63124,17408,73398,0.40086923349410064,0.42515714182501263,0.6792853860294118,0.25176470588235295
2021-12-23,Gilchrist,FL,18582,11,3208,NA,2,70,NA,NA,NA,NA,NA,NA,NA,NA,6500,2508,0.653,7543,2800,275,0.221,311,0.059,193,0.059,1425,1363.8,17251,15826,3764,18218,0.35678998792403116,0.37678975131876413,0.6663124335812965,0.20164246957031823
2021-12-23,Wakulla,FL,33739,10,6505,NA,0,106,NA,NA,NA,NA,NA,NA,NA,NA,14491,4723,0.88,17504,5502,768,0.3,883,0.013,443,0.013,2702,2419.8,32053,29351,5377,33815,0.42853763122874466,0.45209496770973073,0.8783708387576715,0.31738160178527147
2021-12-23,Suwannee,FL,44417,10,9336,NA,6,273,NA,NA,NA,NA,NA,NA,NA,NA,16072,6669,0.691,18899,7407,582,0.179,693,0.046,481,0.046,3853,3349.2,44020,40167,10108,46509,0.34556752456513795,0.36510676965015904,0.6597744360902256,0.1737728412755285
2021-12-23,Liberty,FL,8354,10,1855,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,2775,889,0.708,3174,953,100,0.18,113,0.074,65,0.074,583,544.8,8449,7866,1326,8837,0.3140205952246237,0.32844123564918926,0.6704374057315233,0.18355359765051396
2021-12-23,Taylor,FL,21569,9,4651,NA,0,82,NA,NA,0,NA,0.03,48,0,5,8206,3196,0.706,9865,3685,275,0.201,318,0.022,113,0.022,1786,1435.8,21534,19748,4776,22762,0.36051313592830153,0.38107179344292746,0.669179229480737,0.19153085387937038
2021-12-23,Washington,FL,25473,8,4618,NA,0,75,NA,NA,1,NA,0.02,37,0,5,7903,2909,0.664,9643,3507,213,0.119,255,0.031,111,0.031,1971,1731,24077,22106,4369,25397,0.3111784856479112,0.328238567927898,0.6658274204623483,0.12305025996533796
2021-12-23,Franklin,FL,12125,8,2280,NA,0,45,NA,NA,0,NA,0,15,0,11,5626,2527,0.864,6352,2704,157,0.248,186,0.025,60,0.025,728,622.8,11778,11050,2966,12295,0.4575843838958926,0.47767023263712005,0.8519892110586649,0.25208734746307004
2021-12-23,Madison,FL,18493,8,3699,NA,0,60,NA,NA,0,NA,0,25,0,2,8068,3016,0.773,9573,3282,379,0.319,454,0.029,150,0.029,1410,1200.6,18382,16972,4071,19299,0.41805274884709054,0.43890762702643893,0.7408499140260378,0.3156754955855406
2021-12-23,Bradford,FL,28201,7,5376,NA,3,128,NA,NA,NA,NA,NA,NA,NA,NA,11402,3754,0.741,13466,3896,437,0.237,503,0.057,324,0.057,2214,1822.8,27387,25173,5191,28906,0.39445097903549436,0.41632891517873444,0.7231747254864188,0.23974105771340795
2021-12-23,Gulf,FL,13639,6,3014,NA,0,64,NA,NA,0,NA,0,25,0,15,6722,2882,0.797,7794,3085,204,0.247,233,0.075,89,0.075,1106,888.5999999999999,14129,13023,3927,14829,0.45330096432665723,0.47575907707551846,0.7338935574229691,0.22957461174881838
2021-12-23,DeSoto,FL,38001,6,6997,NA,2,138,NA,NA,1,NA,0.01,21,0,8,16436,6198,0.724,20455,7417,805,0.321,968,0.03,470,0.03,2653,2404.2,34803,32150,8245,36613,0.44891158877994153,0.4722581386662069,0.751728320194057,0.33483071291905836
2021-12-23,Okeechobee,FL,42168,6,7497,NA,0,163,NA,NA,2,NA,0.03,100,0.01,24,18578,7489,0.883,21419,8350,778,0.259,913,0.042,482,0.042,3477,2912.4,39869,36392,8538,42449,0.4376545972814436,0.4659760716346033,0.8771375029280862,0.26713363548963054
2021-12-23,Calhoun,FL,14105,5,3022,NA,0,85,NA,NA,0,NA,0,10,0,4,4668,1783,0.668,5534,2043,153,0.149,197,0.025,140,0.025,1183,1049.4,14287,13104,2841,15008,0.31103411513859275,0.3267305942465178,0.6275959169306582,0.1457975986277873
2021-12-23,Baker,FL,29210,4,6046,NA,0,122,NA,NA,0,NA,0,22,0,4,9926,2964,0.72,12046,3262,384,0.16,469,0.033,285,0.033,2740,2265,27074,24334,4067,28864,0.34388858093126384,0.36662480608702075,0.7287927219080403,0.1695364238410596
2021-12-23,Dixie,FL,16826,3,2983,NA,7,51,NA,NA,NA,NA,NA,NA,NA,NA,5536,2649,0.665,7105,3040,161,0.152,200,0.075,148,0.075,1229,1038,15971,14742,3963,16738,0.33074441390847176,0.34662826372800704,0.668433005299016,0.15510597302504817
2021-12-23,Glades,FL,13811,3,1466,NA,0,34,NA,NA,NA,NA,NA,NA,NA,NA,4424,1715,0.45,5206,1839,206,0.264,241,0,65,0,772,753.6,12899,12127,3665,13290,0.3328818660647103,0.34297232343592526,0.4679399727148704,0.27335456475583864
2021-12-23,Jefferson,FL,14246,3,2533,NA,0,36,NA,NA,NA,NA,NA,NA,NA,NA,8190,3641,0.95,9815,4512,283,0.352,328,0.079,70,0.079,986,843,14256,13270,3665,14887,0.5501444213071808,0.5744949494949495,0.9934515688949522,0.33570581257413995
2021-12-23,Lafayette,FL,8422,3,2230,NA,2,53,NA,NA,NA,NA,NA,NA,NA,NA,3179,1338,0.92,3578,1404,124,0.182,144,0,74,0,705,694.8,8446,7741,1518,8799,0.36129105580179566,0.376391191096377,0.8814229249011858,0.178468624064479
2021-12-23,Hamilton,FL,14428,1,2783,NA,0,49,NA,NA,NA,NA,NA,NA,NA,NA,4901,1922,0.721,5792,2054,161,0.173,244,0.01,126,0.01,1039,954.6,13851,12812,2705,14648,0.3345849262697979,0.35383726806728755,0.710536044362292,0.1686570291221454
2021-12-23,"Unallocated, FL",FL,NA,0,2961,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,35900,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-23,Union,FL,15237,0,3089,NA,0,100,NA,NA,0,NA,0,15,0,3,5198,1545,0.667,7573,2255,198,0.192,242,0.058,154,0.058,1221,1030.2,14703,13482,2357,15511,0.33511701373219005,0.35353329252533494,0.6554942723801442,0.19219569015725102
2021-12-27,Miami-Dade,FL,2716940,52435,754744,NA,26,9260,NA,NA,696,NA,0.06,6608,0.01,2036,2176537,431931,0.95,2634745,515059,127647,0.7,168413,0.239,282675,0.239,226130,196555.8,2749608,2523478,486183,2918507,0.7457706971406955,0.7915808362501128,0.8884123879280024,0.6494186383713938
2021-12-27,Broward,FL,1952778,23532,394240,NA,12,4978,NA,NA,580,NA,0.06,4005,0.03,913,1316417,299747,0.896,1572367,361567,86766,0.621,104282,0.266,98458,0.266,160586,136860.6,1852867,1692281,336796,1965657,0.6697083977519984,0.7104757114245113,0.8899957244147793,0.6339735468060201
2021-12-27,Palm Beach,FL,1496770,11812,246123,NA,6,4322,NA,NA,262,NA,0.04,3445,0.01,748,944574,313961,0.861,1094129,360748,51656,0.523,60498,0.205,51810,0.205,108526,97075.8,1410416,1301890,361966,1486178,0.6355725895552216,0.6697130491996688,0.8673770464629275,0.5321202606622866
2021-12-27,Orange,FL,1393452,6629,242335,NA,3,2291,NA,NA,114,NA,0.03,4775,0.02,847,909058,158346,0.923,1074120,179458,63531,0.617,80991,0.184,30844,0.184,124840,110580,1369568,1244728,179437,1457445,0.6237340002538689,0.6637552863384658,0.8824601392132058,0.5745252306022789
2021-12-27,Hillsborough,FL,1471968,5147,254488,NA,5,3139,NA,NA,220,NA,0.03,4082,0.01,706,860103,186376,0.871,1019345,228285,55590,0.512,64244,0.122,29947,0.122,131031,111872.4,1417396,1286365,219352,1508560,0.5701483533966166,0.6068191246482987,0.8496662897990445,0.49690540294120805
2021-12-27,Pinellas,FL,974996,1934,141171,NA,5,2778,NA,NA,126,NA,0.02,3070,0.02,496,602822,207925,0.84,683205,233523,24109,0.446,27417,0.097,19496,0.097,61164,53810.399999999994,950340,889176,252022,992298,0.6075009724901189,0.634322453016815,0.8250271801668109,0.44803606737731
2021-12-27,Osceola,FL,375751,1860,76109,NA,8,935,NA,NA,27,NA,0.03,576,0.02,144,255669,48717,0.95,308144,57624,20639,0.645,26714,0.176,9577,0.176,38076,33550.2,376817,338741,54266,401594,0.6366355075026021,0.6784964584931147,0.897744444034939,0.6151677188213484
2021-12-27,Lee,FL,770577,1815,131680,NA,4,1857,NA,NA,44,NA,0.02,1637,0.01,276,454004,196231,0.874,528789,224513,18365,0.393,21270,0.102,16598,0.102,52144,46294.2,738212,686068,225470,773456,0.586981030595147,0.615004903740389,0.8703197764669357,0.3967019626648695
2021-12-27,Duval,FL,957755,1791,170151,NA,5,2889,NA,NA,49,NA,0.02,3225,0.05,675,553828,126812,0.915,634519,142990,30879,0.461,36145,0.129,19557,0.129,87818,70273.2,934514,846696,145007,1002075,0.5526811865379337,0.5926374564747023,0.8745232988752267,0.43941360290978637
2021-12-27,Polk,FL,724777,1790,133308,NA,3,2531,NA,NA,66,NA,0.02,1549,0.04,184,389357,123456,0.833,450787,140547,22388,0.403,26273,0.109,12097,0.109,61955,54464.399999999994,678404,616449,147122,719665,0.5410253381781801,0.5739308730490976,0.8391403053248324,0.41105749810885645
2021-12-27,Seminole,FL,471826,1593,65930,NA,0,900,NA,NA,11,NA,0.03,252,0.01,85,277785,61685,0.818,308863,67335,20269,0.574,22318,0.168,7922,0.168,39812,35093.4,461372,421560,77793,486795,0.5706406187409484,0.6020846518644392,0.7929376679135655,0.5775729909327679
2021-12-27,Brevard,FL,601942,1214,84393,NA,6,1784,NA,NA,27,NA,0.02,1457,0,240,367620,125889,0.864,425070,143341,17409,0.443,19616,0.1,8145,0.1,43486,38833.2,583385,539899,147991,611202,0.6014705449262273,0.6301499010087678,0.8506530802548804,0.44830196841877573
2021-12-27,Collier,FL,384902,1130,60653,NA,3,884,NA,NA,39,NA,0.03,822,0.01,136,257849,116779,0.922,300966,135270,10058,0.43,12034,0.133,8028,0.133,25588,22994.4,376747,351159,129633,393793,0.6547830967030902,0.6844089004026574,0.9008431495066842,0.437410847858609
2021-12-27,Leon,FL,293582,1048,53493,NA,0,530,NA,NA,16,NA,0.02,851,0.01,213,158313,37272,0.914,182582,42004,9817,0.535,11058,0.136,4203,0.136,21795,25484.4,287773,265978,42164,303541,0.5215539251699112,0.5501315272801827,0.8839768522910539,0.38521605374268175
2021-12-27,Volusia,FL,553284,974,79757,NA,4,1647,NA,NA,18,NA,0.02,1524,0.06,204,314784,120595,0.875,359224,135442,13261,0.4,15152,0.113,7131,0.113,37731,34284,526525,488794,137573,552328,0.5699222201300677,0.5978519538483453,0.8765891563024721,0.38679850659199627
2021-12-27,Pasco,FL,553947,973,82193,NA,1,1619,NA,NA,48,NA,0.03,1400,0.02,268,307802,105386,0.84,352647,121152,17171,0.437,19426,0.103,8569,0.103,44088,37853.4,521221,477133,124451,549517,0.5601318976482984,0.5905402890520528,0.8468071771219194,0.45361843321868045
2021-12-27,Sarasota,FL,433742,925,59253,NA,8,1352,NA,NA,40,NA,0.03,1281,0.01,265,291472,145370,0.898,344438,171731,10019,0.445,12074,0.093,10174,0.093,24028,22290,425883,401855,164723,441179,0.6606660788478146,0.6843945402845383,0.8825118532323962,0.44948407357559444
2021-12-27,St. Lucie,FL,328297,847,49533,NA,1,1047,NA,NA,25,NA,0.01,619,0,128,181317,65605,0.811,211136,75432,9876,0.436,11375,0.17,6306,0.17,24772,21553.8,306013,281241,79416,322154,0.5628270951160004,0.5925140435210269,0.8260929787448373,0.45820226595774294
2021-12-27,Manatee,FL,403253,819,67750,NA,2,1227,NA,NA,10,NA,0.02,705,0.01,122,237037,95368,0.843,274649,108736,10889,0.422,12707,0.086,7126,0.086,28627,24964.2,387004,358377,113781,405480,0.5845837032652659,0.6124923773397691,0.8381715752190612,0.43618461637064276
2021-12-27,Lake,FL,367118,698,57294,NA,0,1250,NA,NA,19,NA,0.03,706,0.02,122,230942,95689,0.95,263290,107187,11354,0.465,13018,0.113,5423,0.113,28089,24258,359389,331300,102242,377680,0.6114753230247829,0.6425961840790898,0.9359069658261772,0.4680517767334488
2021-12-27,Alachua,FL,269043,691,41522,NA,1,539,NA,NA,25,NA,0.02,1784,0.01,412,169928,37870,0.95,194074,41497,9381,0.618,10697,0.129,7008,0.129,19429,21043.199999999997,258736,239307,39810,272746,0.6230265521767505,0.6567621050027828,0.9512685254961065,0.44579721715328474
2021-12-27,Escambia,FL,318316,537,58672,NA,0,1107,NA,NA,26,NA,0.02,1270,0.09,198,164796,47741,0.875,190957,54315,6646,0.311,7749,0.165,2536,0.165,26549,24466.800000000003,307570,281021,56074,327107,0.5037984512712965,0.5357999804922456,0.8513928023682991,0.27163339709320383
2021-12-27,St. Johns,FL,264672,517,42533,NA,3,477,NA,NA,5,NA,0.02,335,0,79,175907,52943,0.95,194987,57363,12476,0.583,13671,0.084,5099,0.084,24024,21507,261818,237794,56834,275222,0.639145853165808,0.6718674804635281,0.931537459971144,0.5800902031896592
2021-12-27,Martin,FL,161000,442,21286,NA,2,523,NA,NA,21,NA,0.03,472,0,257,98385,44465,0.876,114407,50876,4047,0.423,4621,0.172,5405,0.172,10168,9198,156129,145961,51330,162810,0.6042933480744426,0.6301519897008243,0.866257549191506,0.4399869536855838
2021-12-27,Monroe,FL,74228,368,11812,NA,0,99,NA,NA,5,NA,0.05,128,0,32,55206,17667,0.95,65893,20841,1898,0.53,2231,0.175,1746,0.175,4458,3682.2,72921,68463,18129,76335,0.7232069168795441,0.7570658657999754,0.9745159688896243,0.5154527184835153
2021-12-27,Marion,FL,365579,354,58271,NA,0,1797,NA,NA,14,NA,0.03,823,0.02,184,198104,86912,0.815,223512,95226,8615,0.372,9953,0.083,5266,0.083,26979,22926,354159,327180,108683,372469,0.5318670815557804,0.5593645791861848,0.7996834831574395,0.37577423013172817
2021-12-27,Clay,FL,219252,307,34675,NA,0,703,NA,NA,17,NA,0.02,558,0.04,242,104870,27877,0.778,122665,33005,7069,0.376,8090,0.095,2995,0.095,20294,18224.4,211370,191076,36535,223483,0.4692526948358488,0.496144202110044,0.7630217599562064,0.3878865696538706
2021-12-27,Santa Rosa,FL,184313,249,33391,NA,2,527,NA,NA,5,NA,0.03,137,0,31,88264,26003,0.863,104617,30838,4713,0.33,5400,0.112,990,0.112,16027,13812.6,176590,160563,30559,186998,0.4720050481823335,0.4998244521207316,0.8509113518112503,0.3412101993831719
2021-12-27,Hernando,FL,193920,245,29329,NA,1,934,NA,NA,8,NA,0.03,517,0.03,99,101362,43107,0.808,114259,47312,4413,0.343,4957,0.111,2591,0.111,14004,12369,186290,172286,53678,195123,0.5194774578086643,0.5441086478071824,0.8030664331756027,0.35677904438515645
2021-12-27,Charlotte,FL,188910,229,24350,NA,1,676,NA,NA,18,NA,0.02,663,0.02,100,118629,66486,0.863,143032,78829,2717,0.331,3258,0.081,2944,0.081,8667,7905,182580,173913,76723,188061,0.6308006444717406,0.6497371015445285,0.8665719536514475,0.3437065148640101
2021-12-27,Okaloosa,FL,210738,216,35535,NA,1,581,NA,NA,10,NA,0.01,430,0,113,118112,31383,0.913,139325,35149,5254,0.358,6392,0.101,1734,0.101,18106,14181,193095,174989,33668,206418,0.57219816101309,0.6116781894922189,0.9321314007366045,0.3704957337282279
2021-12-27,Indian River,FL,159923,214,22795,NA,0,570,NA,NA,9,NA,0.03,324,0.02,61,102505,49934,0.922,122920,59323,3629,0.399,4291,0.081,3439,0.081,9657,8856,154227,144570,54400,160707,0.6378378042026794,0.664637190634584,0.9179044117647058,0.40977868112014454
2021-12-27,Flagler,FL,115081,173,15050,NA,1,278,NA,NA,5,NA,0.05,163,0.04,15,69513,31098,0.866,79271,34618,2775,0.38,3206,0.088,1224,0.088,7550,7131.6,112192,104642,36393,116671,0.5958035844382923,0.6195896320593268,0.8545049872228175,0.3891132424701329
2021-12-27,Bay,FL,174705,169,33113,NA,1,704,NA,NA,10,NA,0.02,438,0.08,105,85440,25003,0.768,100009,27969,3278,0.275,3959,0.103,1176,0.103,14327,11853.6,167679,153352,33126,177856,0.4803886290032386,0.5095450235270964,0.7547847612147558,0.2765404602821084
2021-12-27,Highlands,FL,106221,139,16441,NA,0,569,NA,NA,11,NA,0.06,305,0.08,50,52722,27974,0.731,64847,34435,1659,0.269,1938,0.076,1653,0.076,7011,5986.8,100545,93534,37889,105105,0.5016126730412445,0.5243622258690138,0.7383145503972129,0.27710964121066345
2021-12-27,Gadsden,FL,45660,108,8911,NA,1,161,NA,NA,0,NA,NA,0,NA,0,25103,7411,0.868,28552,8054,1496,0.452,1749,0.182,465,0.182,3886,3340.2,43699,39813,8696,46481,0.5400701361846776,0.5744525046339733,0.8522309107635695,0.44787737261241845
2021-12-27,Sumter,FL,132420,98,15128,NA,1,475,NA,NA,10,NA,0.03,290,0.05,40,103029,73459,0.95,115640,80773,969,0.306,1108,0.049,2078,0.049,3823,3189,134692,130869,79884,137317,0.7503003998048312,0.764922935289401,0.9195708777727705,0.30385700846660396
2021-12-27,Citrus,FL,149657,97,21035,NA,1,839,NA,NA,11,NA,0.03,332,0,67,81272,44743,0.814,92011,49782,2030,0.255,2289,0.078,1651,0.078,8709,7641.6,145746,137037,55549,151314,0.5371082649325244,0.5576276535891208,0.805469045347351,0.2656511725293132
2021-12-27,Nassau,FL,88625,80,15871,NA,1,249,NA,NA,1,NA,0.01,50,0,14,48728,18359,0.907,55511,20404,2037,0.336,2357,0.048,1545,0.048,6998,5849.4,84631,77633,20347,89151,0.5465782773047975,0.5757701078800912,0.9022951786504153,0.34824084521489385
2021-12-27,Columbia,FL,71686,77,15196,NA,1,320,NA,NA,4,NA,0.05,105,0.05,21,28694,10078,0.73,33347,10982,1269,0.244,1555,0.076,1108,0.076,6087,5130,67171,61084,13734,71288,0.40250813601167096,0.42717839543850766,0.7337993301296054,0.24736842105263157
2021-12-27,Walton,FL,74071,76,13107,NA,1,173,NA,NA,8,NA,0.02,86,0.35,15,34047,11803,0.788,40517,13911,1184,0.242,1476,0.131,530,0.131,6037,4767,70267,64230,15049,74427,0.4574549558627917,0.4845375496321175,0.78430460495714,0.2483742395636669
2021-12-27,Hendry,FL,42022,64,8139,NA,0,143,NA,NA,0,NA,0,25,0,5,19113,4853,0.84,22977,5624,1259,0.335,1468,0.096,659,0.096,4329,3586.2,37962,33633,5631,40936,0.46689955051788157,0.5034771613718982,0.8618362635411118,0.3510679828230439
2021-12-27,Putnam,FL,74521,46,12963,NA,1,383,NA,NA,3,NA,0.06,82,0.02,48,29466,11843,0.67,35089,13771,1290,0.243,1552,0.068,1214,0.068,6081,5100,69205,63124,17408,73398,0.4014550805199052,0.4257784842135684,0.6803193933823529,0.2529411764705882
2021-12-27,Okeechobee,FL,42168,38,7535,NA,0,163,NA,NA,5,NA,0.03,100,0.01,24,18590,7491,0.883,21456,8375,778,0.259,913,0.135,511,0.135,3477,2912.4,39869,36392,8538,42449,0.43793728945322624,0.4662770573628634,0.8773717498243149,0.26713363548963054
2021-12-27,Baker,FL,29210,33,6079,NA,0,122,NA,NA,0,NA,0,22,0,4,9940,2966,0.72,12060,3265,385,0.161,470,0.08,267,0.08,2740,2265,27074,24334,4067,28864,0.34437361419068735,0.36714190736499963,0.7292844848782887,0.16997792494481237
2021-12-27,Suwannee,FL,44417,30,9366,NA,0,269,NA,NA,NA,NA,NA,NA,NA,NA,16081,6669,0.691,18919,7412,582,0.179,693,0.057,482,0.057,3853,3349.2,44020,40167,10108,46509,0.3457610354985057,0.3653112221717401,0.6597744360902256,0.1737728412755285
2021-12-27,Levy,FL,41503,26,7152,NA,0,114,NA,NA,NA,NA,NA,NA,NA,NA,18657,7884,0.755,21764,9126,706,0.258,837,0.064,561,0.064,3260,2670.6,39710,36450,10524,41859,0.4457105998709955,0.4698312767564845,0.7491448118586089,0.26436006889837493
2021-12-27,Bradford,FL,28201,25,5401,NA,0,128,NA,NA,NA,NA,NA,NA,NA,NA,11409,3756,0.742,13481,3900,437,0.237,503,0.104,354,0.104,2214,1822.8,27387,25173,5191,28906,0.3946931432920501,0.4165845108993318,0.7235600077056444,0.23974105771340795
2021-12-27,Hardee,FL,26937,24,6160,NA,0,103,NA,NA,0,NA,0,35,NA,0,10751,3377,0.719,12174,3626,577,0.247,667,0.09,270,0.09,2803,2382.6,25727,22924,4809,27585,0.3897408011600508,0.4178878221323901,0.702224994801414,0.24217241668765216
2021-12-27,Wakulla,FL,33739,24,6529,NA,0,106,NA,NA,NA,NA,NA,NA,NA,NA,14507,4725,0.881,17529,5505,768,0.3,885,0.042,624,0.042,2702,2419.8,32053,29351,5377,33815,0.4290107940263197,0.4525941409540449,0.8787427933792077,0.31738160178527147
2021-12-27,Union,FL,15237,21,3110,NA,0,100,NA,NA,0,NA,0,15,0,3,5199,1545,0.667,7573,2255,198,0.192,242,0.117,198,0.117,1221,1030.2,14703,13482,2357,15511,0.3351814841080524,0.3536013058559478,0.6554942723801442,0.19219569015725102
