Date,County,State Abbreviation,Population,Cases - last 7 days,Cumulative cases,Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),Deaths - last 7 days,Cumulative deaths,Viral (RT-PCR) lab test positivity rate - last 7 days (may exhibit anomalies due to delayed reporting),Viral (RT-PCR) lab test positivity rate - last 7 days,Confirmed COVID-19 admissions - last 7 days,Suspected COVID-19 admissions - last 7 days,% inpatient beds occupied by COVID-19 patient,Total inpatient beds among hospitals reporting - last 7 days,% ventilators in use by COVID-19 patient,Total ventilators among hospitals reporting - last 7 days,People who are fully vaccinated,People who are fully vaccinated - ages 65+,People who are fully vaccinated as % of population - ages 65+,People with at least 1 dose,People with at least 1 dose - ages 65+,People who are fully vaccinated - 12-17,People who are fully vaccinated as % of population - 12-17,People with at least 1 dose - ages 12-17,NAAT positivity rate - last 7 days,Total NAATs - last 7 days (may be an underestimate due to delayed reporting),Positivity Rate,Population 5-11,Population 12-17,Population 5+,Population 12+,Population 65+,Total Population,"Proportion Vaccinated, Total",Proportion Vaccinated of Eligible Population,"Proportion Vaccinated, 65+","Proportion Vaccinated, 12-17"
2021-02-14,Seminole,FL,471826,828,25714,8167,11,398,NA,0.075,32,14,0.12,253,0.02,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,39812,35093.4,461372,421560,77793,486795,NA,NA,NA,NA
2021-02-14,Escambia,FL,318316,762,32681,5919,31,593,NA,0.112,105,30,0.1,1253,0.27,158.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,26549,24466.800000000003,307570,281021,56074,327107,NA,NA,NA,NA
2021-02-14,Leon,FL,293582,758,28012,7348,10,260,NA,0.046,58,106,0.07,851,0.02,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,21795,25484.4,287773,265978,42164,303541,NA,NA,NA,NA
2021-02-14,Lake,FL,367118,728,23346,7940,48,516,NA,0.069,126,44,0.15,747.7142857142858,0.06,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,28089,24258,359389,331300,102242,377680,NA,NA,NA,NA
2021-02-14,St. Lucie,FL,328297,648,20881,7514,14,522,NA,0.097,11,4,0.09,613,0.04,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,24772,21553.8,306013,281241,79416,322154,NA,NA,NA,NA
2021-02-14,Collier,FL,384902,604,29058,5878,10,430,NA,0.069,81,1,0.11,875.7142857142858,0.1,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,25588,22994.4,376747,351159,129633,393793,NA,NA,NA,NA
2021-02-14,Sarasota,FL,433742,585,25948,7563,26,676,NA,0.051,68,7,0.07,1173.285714285714,0.06,221.1428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051,24028,22290,425883,401855,164723,441179,NA,NA,NA,NA
2021-02-14,St. Johns,FL,264672,509,19457,5599,7,182,NA,0.054,126,12,0.08,335,0.06,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,24024,21507,261818,237794,56834,275222,NA,NA,NA,NA
2021-02-14,Alachua,FL,269043,454,21756,12943,9,191,NA,0.03,115,17,0.05,1739.714285714286,0.04,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,19429,21043.199999999997,258736,239307,39810,272746,NA,NA,NA,NA
2021-02-14,Santa Rosa,FL,184313,447,16442,2197,19,241,NA,0.122,12,3,0.1,157,0.05,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,16027,13812.6,176590,160563,30559,186998,NA,NA,NA,NA
2021-02-14,Okaloosa,FL,210738,431,17879,2266,12,308,NA,0.107,29,7,0.12,430,0.06,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,18106,14181,193095,174989,33668,206418,NA,NA,NA,NA
2021-02-14,Bay,FL,174705,427,17859,1620,14,318,NA,0.137,48,11,0.15,439,0.19,115.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137,14327,11853.6,167679,153352,33126,177856,NA,NA,NA,NA
2021-02-14,Clay,FL,219252,401,16189,4116,17,283,NA,0.09,56,17,0.13,520.8571428571429,0.12,162.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,20294,18224.4,211370,191076,36535,223483,NA,NA,NA,NA
2021-02-14,Hernando,FL,193920,367,10634,2991,15,368,NA,0.123,81,33,0.12,553,0.08,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,14004,12369,186290,172286,53678,195123,NA,NA,NA,NA
2021-02-14,Indian River,FL,159923,345,10438,6380,7,251,NA,0.063,15,4,0.09,324,0.15,36.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,9657,8856,154227,144570,54400,160707,NA,NA,NA,NA
2021-02-14,Citrus,FL,149657,293,9287,1936,0,362,NA,0.093,35,7,0.14,332,0.04,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,8709,7641.6,145746,137037,55549,151314,NA,NA,NA,NA
2021-02-14,Charlotte,FL,188910,260,10236,3332,17,323,NA,0.067,38,20,0.08,643,0.03,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,8667,7905,182580,173913,76723,188061,NA,NA,NA,NA
2021-02-14,Martin,FL,161000,228,10066,3412,10,268,NA,0.06,65,2,0.16,437,0.02,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,10168,9198,156129,145961,51330,162810,NA,NA,NA,NA
2021-02-14,Sumter,FL,132420,224,7576,2447,9,215,NA,0.084,38,0,0.14,290,0.1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,3823,3189,134692,130869,79884,137317,NA,NA,NA,NA
2021-02-14,Nassau,FL,88625,212,7429,2067,9,106,NA,0.07,6,0,0.14,58,0.04,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,6998,5849.4,84631,77633,20347,89151,NA,NA,NA,NA
2021-02-14,Highlands,FL,106221,206,6898,2679,12,286,NA,0.077,56,5,0.14,305.7142857142857,0.08,58.71428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,7011,5986.8,100545,93534,37889,105105,NA,NA,NA,NA
2021-02-14,Walton,FL,74071,154,6784,934,3,76,NA,0.09,18,0,0.07,136,0.18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,6037,4767,70267,64230,15049,74427,NA,NA,NA,NA
2021-02-14,Flagler,FL,115081,134,5612,1119,10,83,NA,0.062,13,1,0.13,163,0.2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,7550,7131.6,112192,104642,36393,116671,NA,NA,NA,NA
2021-02-14,Columbia,FL,71686,108,7482,1488,6,149,NA,0.077,14,9,0.16,93.85714285714286,0.15,28.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,6087,5130,67171,61084,13734,71288,NA,NA,NA,NA
2021-02-14,Levy,FL,41503,102,2741,799,1,25,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,3260,2670.6,39710,36450,10524,41859,NA,NA,NA,NA
2021-02-14,Putnam,FL,74521,100,5705,1460,9,113,NA,0.096,11,3,0.14,87,0.05,37.14285714285715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,6081,5100,69205,63124,17408,73398,NA,NA,NA,NA
2021-02-14,Gadsden,FL,45660,98,5313,814,2,77,NA,0.085,0,0,0,58,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.085,3886,3340.2,43699,39813,8696,46481,NA,NA,NA,NA
2021-02-14,Monroe,FL,74228,97,5562,1633,0,42,NA,0.061,8,0,0.04,128,0,23.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,4458,3682.2,72921,68463,18129,76335,NA,NA,NA,NA
2021-02-14,Baker,FL,29210,87,3218,475,0,54,NA,0.103,1,0,0.03,22,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103,2740,2265,27074,24334,4067,28864,NA,NA,NA,NA
2021-02-14,Okeechobee,FL,42168,78,3422,1326,1,69,NA,0.101,12,4,0.1,100,0.1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101,3477,2912.4,39869,36392,8538,42449,NA,NA,NA,NA
2021-02-14,Hendry,FL,42022,78,4189,488,3,63,NA,0.152,3,0,0.11,25,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.152,4329,3586.2,37962,33633,5631,40936,NA,NA,NA,NA
2021-02-14,DeSoto,FL,38001,77,3541,814,1,69,NA,0.084,9,0,0.2,25.57142857142857,0.09,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,2653,2404.2,34803,32150,8245,36613,NA,NA,NA,NA
2021-02-14,Suwannee,FL,44417,67,4989,1028,1,119,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,3853,3349.2,44020,40167,10108,46509,NA,NA,NA,NA
2021-02-14,Wakulla,FL,33739,67,3092,476,9,51,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,2702,2419.8,32053,29351,5377,33815,NA,NA,NA,NA
2021-02-14,Jackson,FL,46414,66,5813,1134,4,138,NA,0.029,9,0,0.08,100,0.18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,3343,3105.6000000000004,44792,41449,9741,47261,NA,NA,NA,NA
2021-02-14,Bradford,FL,28201,65,2775,515,3,49,NA,0.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122,2214,1822.8,27387,25173,5191,28906,NA,NA,NA,NA
2021-02-14,Hardee,FL,26937,59,2699,359,1,25,NA,0.15,2,0,0,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,2803,2382.6,25727,22924,4809,27585,NA,NA,NA,NA
2021-02-14,Washington,FL,25473,52,2573,324,2,39,NA,0.108,0,0,0.02,37,0.02,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,1971,1731,24077,22106,4369,25397,NA,NA,NA,NA
2021-02-14,Gulf,FL,13639,48,1798,270,0,35,NA,0.196,3,0,0.08,25,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196,1106,888.5999999999999,14129,13023,3927,14829,NA,NA,NA,NA
2021-02-14,Madison,FL,18493,39,1912,451,1,39,NA,0.047,2,0,0.1,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,1410,1200.6,18382,16972,4071,19299,NA,NA,NA,NA
2021-02-14,Gilchrist,FL,18582,37,1296,378,0,28,NA,0.087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,1425,1363.8,17251,15826,3764,18218,NA,NA,NA,NA
2021-02-14,Jefferson,FL,14246,35,1369,320,0,22,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,986,843,14256,13270,3665,14887,NA,NA,NA,NA
2021-02-14,Calhoun,FL,14105,28,1583,357,0,36,NA,0.028,1,0,0.04,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028,1183,1049.4,14287,13104,2841,15008,NA,NA,NA,NA
2021-02-14,Taylor,FL,21569,27,2574,372,3,38,NA,0.075,0,0,0,12,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,1786,1435.8,21534,19748,4776,22762,NA,NA,NA,NA
2021-02-14,Holmes,FL,19617,26,2144,190,0,41,NA,0.089,0,0,0.08,20,0.11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,1538,1372.2,19083,17545,4036,20211,NA,NA,NA,NA
2021-02-14,Hamilton,FL,14428,21,1545,178,3,21,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,1039,954.6,13851,12812,2705,14648,NA,NA,NA,NA
2021-02-14,Union,FL,15237,20,1707,215,0,70,NA,0.116,0,0,0,8,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116,1221,1030.2,14703,13482,2357,15511,NA,NA,NA,NA
2021-02-14,Liberty,FL,8354,19,1025,120,0,14,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,583,544.8,8449,7866,1326,8837,NA,NA,NA,NA
2021-02-14,Dixie,FL,16826,19,1429,274,1,15,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,1229,1038,15971,14742,3963,16738,NA,NA,NA,NA
2021-02-14,"Unallocated, FL",FL,NA,17,3381,22350,0,0,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-14,Lafayette,FL,8422,13,1553,203,1,24,NA,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.089,705,694.8,8446,7741,1518,8799,NA,NA,NA,NA
2021-02-14,Glades,FL,13811,12,882,51,1,14,NA,0.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,772,753.6,12899,12127,3665,13290,NA,NA,NA,NA
2021-02-14,Franklin,FL,12125,7,1265,154,1,11,NA,0.065,1,0,0.07,15,0.01,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,728,622.8,11778,11050,2966,12295,NA,NA,NA,NA
2021-02-15,Miami-Dade,FL,2716940,10370,393971,140131,159,5170,NA,0.111,727,193,0.15,6046.142857142857,0.07,1872.142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,226130,196555.8,2749608,2523478,486183,2918507,NA,NA,NA,NA
2021-02-15,Broward,FL,1952778,5825,184773,64717,87,2256,NA,0.115,530,166,0.14,4575.690476190476,0.13,1014.428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,160586,136860.6,1852867,1692281,336796,1965657,NA,NA,NA,NA
2021-02-15,Palm Beach,FL,1496770,3443,114467,36007,72,2322,NA,0.1,345,52,0.1,3646.571428571429,0.07,744.7142857142858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,108526,97075.8,1410416,1301890,361966,1486178,NA,NA,NA,NA
2021-02-15,Orange,FL,1393452,3003,109453,30991,13,1015,NA,0.068,359,251,0.09,4698.333333333333,0.08,833.0000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,124840,110580,1369568,1244728,179437,1457445,NA,NA,NA,NA
2021-02-15,Hillsborough,FL,1471968,2821,106420,30369,44,1397,NA,0.069,360,138,0.08,4103.452380952381,0.05,658.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.069,131031,111872.4,1417396,1286365,219352,1508560,NA,NA,NA,NA
2021-02-15,Duval,FL,957755,1962,86163,19390,51,1033,NA,0.071,242,105,0.11,3277,0.14,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.071,87818,70273.2,934514,846696,145007,1002075,NA,NA,NA,NA
2021-02-15,Polk,FL,724777,1902,54435,17408,48,1056,NA,0.092,251,82,0.14,1517.714285714286,0.19,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,61955,54464.399999999994,678404,616449,147122,719665,NA,NA,NA,NA
2021-02-15,Pinellas,FL,974996,1625,63171,22649,37,1372,NA,0.053,282,200,0.09,3051.357142857143,0.08,451.1428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053,61164,53810.399999999994,950340,889176,252022,992298,NA,NA,NA,NA
2021-02-15,Lee,FL,770577,1279,55513,11139,25,854,NA,0.07,83,39,0.08,1577.047619047619,0.05,247.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,52144,46294.2,738212,686068,225470,773456,NA,NA,NA,NA
2021-02-15,Brevard,FL,601942,1155,32013,8027,23,703,NA,0.059,74,9,0.08,1387,0.06,189.5714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,43486,38833.2,583385,539899,147991,611202,NA,NA,NA,NA
2021-02-15,Volusia,FL,553284,1081,33264,9627,54,604,NA,0.067,120,25,0.09,1564,0.12,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067,37731,34284,526525,488794,137573,552328,NA,NA,NA,NA
2021-02-15,Pasco,FL,553947,990,31631,10559,25,602,NA,0.066,132,45,0.07,1340.285714285714,0.03,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,44088,37853.4,521221,477133,124451,549517,NA,NA,NA,NA
2021-02-15,Marion,FL,365579,883,26333,7874,5,676,NA,0.11,116,26,0.15,814.2857142857142,0.04,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,26979,22926,354159,327180,108683,372469,NA,NA,NA,NA
2021-02-15,Manatee,FL,403253,867,30333,9235,39,547,NA,0.077,59,30,0.11,714.7142857142858,0.05,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077,28627,24964.2,387004,358377,113781,405480,NA,NA,NA,NA
2021-02-15,Osceola,FL,375751,851,35394,8124,16,400,NA,0.084,37,72,0.17,586,0.11,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,38076,33550.2,376817,338741,54266,401594,NA,NA,NA,NA
2021-02-15,Seminole,FL,471826,822,25821,7920,12,399,NA,0.074,35,12,0.12,253,0.02,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,39812,35093.4,461372,421560,77793,486795,NA,NA,NA,NA
2021-02-15,Escambia,FL,318316,727,32743,5590,30,593,NA,0.115,103,29,0.1,1253,0.27,158.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,26549,24466.800000000003,307570,281021,56074,327107,NA,NA,NA,NA
2021-02-15,Leon,FL,293582,717,28076,6886,10,260,NA,0.044,57,83,0.07,851,0.02,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,21795,25484.4,287773,265978,42164,303541,NA,NA,NA,NA
2021-02-15,Lake,FL,367118,714,23442,7469,48,516,NA,0.068,116,32,0.14,747.8333333333335,0.06,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,28089,24258,359389,331300,102242,377680,NA,NA,NA,NA
2021-02-15,St. Lucie,FL,328297,649,20960,7038,14,522,NA,0.099,9,3,0.09,613,0.04,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,24772,21553.8,306013,281241,79416,322154,NA,NA,NA,NA
2021-02-15,Collier,FL,384902,612,29136,5846,10,430,NA,0.07,79,0,0.1,877.4285714285713,0.1,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,25588,22994.4,376747,351159,129633,393793,NA,NA,NA,NA
2021-02-15,Sarasota,FL,433742,533,25982,7465,26,676,NA,0.049,68,7,0.07,1169,0.05,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049,24028,22290,425883,401855,164723,441179,NA,NA,NA,NA
2021-02-15,St. Johns,FL,264672,509,19532,5369,7,182,NA,0.058,102,10,0.08,335,0.06,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,24024,21507,261818,237794,56834,275222,NA,NA,NA,NA
2021-02-15,Santa Rosa,FL,184313,447,16497,2009,21,243,NA,0.131,13,3,0.1,157,0.05,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131,16027,13812.6,176590,160563,30559,186998,NA,NA,NA,NA
2021-02-15,Okaloosa,FL,210738,441,17927,2130,13,311,NA,0.105,28,8,0.11,430.1428571428571,0.05,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,18106,14181,193095,174989,33668,206418,NA,NA,NA,NA
2021-02-15,Alachua,FL,269043,438,21791,12931,12,195,NA,0.029,113,19,0.05,1746.571428571428,0.04,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,19429,21043.199999999997,258736,239307,39810,272746,NA,NA,NA,NA
2021-02-15,Bay,FL,174705,402,17897,1436,11,318,NA,0.155,44,13,0.14,439,0.19,115.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155,14327,11853.6,167679,153352,33126,177856,NA,NA,NA,NA
2021-02-15,Clay,FL,219252,374,16227,3866,17,283,NA,0.096,58,20,0.13,521.5714285714286,0.13,162.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,20294,18224.4,211370,191076,36535,223483,NA,NA,NA,NA
2021-02-15,Hernando,FL,193920,372,10677,2798,15,368,NA,0.124,75,30,0.13,553,0.08,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,14004,12369,186290,172286,53678,195123,NA,NA,NA,NA
2021-02-15,Indian River,FL,159923,344,10490,6462,8,252,NA,0.066,23,4,0.09,324,0.15,36.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.066,9657,8856,154227,144570,54400,160707,NA,NA,NA,NA
2021-02-15,Citrus,FL,149657,292,9329,1905,0,362,NA,0.098,35,8,0.13,332,0.04,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,8709,7641.6,145746,137037,55549,151314,NA,NA,NA,NA
2021-02-15,Charlotte,FL,188910,275,10280,3183,21,331,NA,0.068,38,21,0.08,643,0.03,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.068,8667,7905,182580,173913,76723,188061,NA,NA,NA,NA
2021-02-15,Martin,FL,161000,234,10097,3367,10,268,NA,0.065,64,2,0.16,435,0.02,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,10168,9198,156129,145961,51330,162810,NA,NA,NA,NA
2021-02-15,Sumter,FL,132420,217,7597,2543,8,215,NA,0.079,32,0,0.14,290,0.09,41.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,3823,3189,134692,130869,79884,137317,NA,NA,NA,NA
2021-02-15,Highlands,FL,106221,204,6917,2566,12,286,NA,0.074,52,4,0.13,306.2857142857143,0.07,58.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,7011,5986.8,100545,93534,37889,105105,NA,NA,NA,NA
2021-02-15,Nassau,FL,88625,193,7442,2037,9,106,NA,0.062,5,0,0.14,58,0.03,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062,6998,5849.4,84631,77633,20347,89151,NA,NA,NA,NA
2021-02-15,Walton,FL,74071,142,6795,893,3,76,NA,0.086,19,0,0.07,136,0.17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,6037,4767,70267,64230,15049,74427,NA,NA,NA,NA
2021-02-15,Flagler,FL,115081,139,5637,1189,10,83,NA,0.054,11,1,0.13,163,0.19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,7550,7131.6,112192,104642,36393,116671,NA,NA,NA,NA
2021-02-15,Columbia,FL,71686,104,7492,1306,6,149,NA,0.075,11,10,0.16,93.85714285714286,0.14,28.71428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,6087,5130,67171,61084,13734,71288,NA,NA,NA,NA
2021-02-15,Levy,FL,41503,104,2750,746,3,27,NA,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121,3260,2670.6,39710,36450,10524,41859,NA,NA,NA,NA
2021-02-15,Monroe,FL,74228,100,5580,1569,0,42,NA,0.064,7,0,0.04,128,0,23.57142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.064,4458,3682.2,72921,68463,18129,76335,NA,NA,NA,NA
2021-02-15,Putnam,FL,74521,96,5714,1368,7,113,NA,0.09,12,3,0.13,87,0.05,36.85714285714285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,6081,5100,69205,63124,17408,73398,NA,NA,NA,NA
2021-02-15,Gadsden,FL,45660,93,5322,781,2,77,NA,0.097,0,0,0,58,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.097,3886,3340.2,43699,39813,8696,46481,NA,NA,NA,NA
2021-02-15,Baker,FL,29210,82,3225,409,0,54,NA,0.112,2,0,0.05,22,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,2740,2265,27074,24334,4067,28864,NA,NA,NA,NA
2021-02-15,Okeechobee,FL,42168,80,3434,1080,1,69,NA,0.123,11,3,0.09,100,0.09,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123,3477,2912.4,39869,36392,8538,42449,NA,NA,NA,NA
2021-02-15,DeSoto,FL,38001,76,3549,824,1,69,NA,0.095,10,0,0.2,25.85714285714285,0.09,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095,2653,2404.2,34803,32150,8245,36613,NA,NA,NA,NA
2021-02-15,Hendry,FL,42022,74,4192,473,4,64,NA,0.159,3,0,0.11,25,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159,4329,3586.2,37962,33633,5631,40936,NA,NA,NA,NA
2021-02-15,Suwannee,FL,44417,66,4992,988,1,119,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,3853,3349.2,44020,40167,10108,46509,NA,NA,NA,NA
2021-02-15,Hardee,FL,26937,64,2712,338,1,25,NA,0.163,2,0,0,35,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.163,2803,2382.6,25727,22924,4809,27585,NA,NA,NA,NA
2021-02-15,Bradford,FL,28201,57,2779,550,3,49,NA,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104,2214,1822.8,27387,25173,5191,28906,NA,NA,NA,NA
2021-02-15,Wakulla,FL,33739,55,3099,473,9,51,NA,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063,2702,2419.8,32053,29351,5377,33815,NA,NA,NA,NA
2021-02-15,Jackson,FL,46414,55,5814,966,4,138,NA,0.031,9,0,0.08,100,0.18,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031,3343,3105.6000000000004,44792,41449,9741,47261,NA,NA,NA,NA
2021-02-15,Gulf,FL,13639,55,1809,269,0,35,NA,0.178,3,0,0.07,25,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178,1106,888.5999999999999,14129,13023,3927,14829,NA,NA,NA,NA
2021-02-15,Washington,FL,25473,48,2573,358,2,39,NA,0.098,0,0,0.01,37,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,1971,1731,24077,22106,4369,25397,NA,NA,NA,NA
2021-02-15,Madison,FL,18493,42,1923,433,0,39,NA,0.044,2,0,0.1,25,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,1410,1200.6,18382,16972,4071,19299,NA,NA,NA,NA
2021-02-15,Gilchrist,FL,18582,38,1298,384,1,29,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083,1425,1363.8,17251,15826,3764,18218,NA,NA,NA,NA
2021-02-15,Jefferson,FL,14246,31,1372,305,0,22,NA,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,986,843,14256,13270,3665,14887,NA,NA,NA,NA
